Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;B365H;B365D;B365A;B365CH;B365CD;B365CA;AvgH;AvgD;AvgA;i ;Champion;ChampionshipAchieved;Win;Home;B365WinProb;B365CWinProb;AvgWinProb;GoalDiff;Points;AbsDays;Days
D1;29.09.19;FC Koln;Hertha;0;4;A;2.15;3.6;3.3;2.05;3.6;3.4;2.15;3.66;3.23;H;0;0;0;1;0.444693992;0.46032343;0.443839566;-4;0;261;-261
D1;04.10.19;Hertha;Fortuna Dusseldorf;3;1;H;1.65;4;4.75;1.61;4;5;1.68;4.09;4.88;H;0;0;1;1;0.568224299;0.579878226;0.569793998;2;3;256;-256
D1;05.10.19;Bayern Munich;Hoffenheim;1;2;A;1.11;9;26;1.1;9.5;26;1.11;10.03;23.32;H;1;0;0;1;0.857614074;0.863485405;0.863359074;-1;0;255;-255
D1;05.10.19;Freiburg;Dortmund;2;2;D;5.75;4.2;1.57;5.5;4;1.6;5.3;4.32;1.59;H;0;0;0;1;0.165797116;0.172043011;0.179850125;0;1;255;-255
D1;05.10.19;Leverkusen;RB Leipzig;1;1;D;2.25;3.5;3.1;2.3;3.6;2.87;2.33;3.73;2.86;H;0;0;0;1;0.422178988;0.409788601;0.40994524;0;1;255;-255
D1;05.10.19;Paderborn;Mainz;1;2;A;2.5;3.5;2.8;2.45;3.6;2.75;2.49;3.75;2.64;H;0;0;0;1;0.383561644;0.388883433;0.383555912;-1;0;255;-255
D1;05.10.19;Schalke 04;FC Koln;1;1;D;1.57;4.33;5.5;1.6;4.33;5.25;1.64;4.15;5.08;H;0;0;0;1;0.606780965;0.597272763;0.58206697;0;1;255;-255
D1;06.10.19;M'gladbach;Augsburg;5;1;H;1.5;4.33;6.5;1.53;4.2;6.5;1.53;4.53;5.75;H;0;0;1;1;0.634039198;0.625128804;0.623505418;4;3;254;-254
D1;06.10.19;Wolfsburg;Union Berlin;1;0;H;1.66;4;5;1.9;3.6;4;1.67;3.89;5.22;H;0;0;1;1;0.572409845;0.499306519;0.571680345;1;3;254;-254
D1;06.10.19;Ein Frankfurt;Werder Bremen;2;2;D;2.1;3.6;3.4;1.9;3.8;3.5;2.17;3.65;3.18;H;0;0;0;1;0.454342984;0.48951049;0.439191618;0;1;254;-254
